qid|a1|Lde|a2|P31|a3|P31_2|a4|P625|a5|P571|a6|P528|a7|P972
QX1123|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3992845342138/8.48964685252244|P571|+1988-00-00T00:00:00Z/9.|P528|1133|P972|Q53629101
QX1124|Lde|'Gutsbetrieb'|P31|Q1630622|P31|Q53628618|P625|@47.3984881795803/8.47130849236488|P571|+1985-00-00T00:00:00Z/9.|P528|1103|P972|Q53629101
QX1125|Lde|'Nordseite, Röhrenbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3982469967986/8.4964151285332|P571|+1978-00-00T00:00:00Z/9.|P528|1024|P972|Q53629101
QX1126|Lde|'bei Garderobengebäude'|P31|Q1630622|P31|Q53628296|P625|@47.396477282058/8.49805111764596|P571|+1982-00-00T00:00:00Z/9.|P528|1070|P972|Q53629101
QX1127|Lde|'Schulhaus Looren A'|P31|Q1630622|P31|Q53628618|P625|@47.3609964697956/8.5958015380916|P571|+1967-00-00T00:00:00Z/9.|P528|610|P972|Q53629101
QX1128|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3491848306015/8.56802107765824|P571|+nan-00-00T00:00:00Z/9.|P528|747|P972|Q53629101
QX1129|Lde|'beim Friedhof'|P31|Q1630622|P31|Q53628618|P625|@47.3623159381354/8.6025711001787|P571|+1981-00-00T00:00:00Z/9.|P528|1057|P972|Q53629101
QX1130|Lde|'Friedhof Sihlfeld'|P31|Q1630622|P31|Q53628618|P625|@47.3730991916254/8.50872280549687|P571|+1985-00-00T00:00:00Z/9.|P528|1104|P972|Q53629101
QX1131|Lde|'hinter Gutstrasse 212'|P31|Q1630622|P31|Q53628618|P625|@47.3757891920685/8.50170548237773|P571|+2003-00-00T00:00:00Z/9.|P528|1232|P972|Q53629101
QX1132|Lde|'hinter Gutstrasse 212'|P31|Q1630622|P31|Q53628618|P625|@47.3756095059791/8.5018081527719|P571|+2003-00-00T00:00:00Z/9.|P528|1232|P972|Q53629101
QX1133|Lde|'Friedhof Sihlfeld D'|P31|Q1630622|P31|Q53628618|P625|@47.3769643187685/8.50386532536216|P571|+1933-00-00T00:00:00Z/9.|P528|554|P972|Q53629101
QX1134|Lde|'Friedhof Sihlfeld D'|P31|Q1630622|P31|Q53628618|P625|@47.3765474811461/8.50457487171044|P571|+1933-00-00T00:00:00Z/9.|P528|554|P972|Q53629101
QX1135|Lde|'Friedhof Sihlfeld D'|P31|Q1630622|P31|Q53628618|P625|@47.3769558343909/8.50508126937106|P571|+1933-00-00T00:00:00Z/9.|P528|554|P972|Q53629101
QX1136|Lde|'Friedhof Sihlfeld D'|P31|Q1630622|P31|Q53628618|P625|@47.3769249056838/8.50624441656978|P571|+1933-00-00T00:00:00Z/9.|P528|554|P972|Q53629101
QX1137|Lde|'Friedhof Sihlfeld D'|P31|Q1630622|P31|Q53628618|P625|@47.3765547599058/8.50577790604188|P571|+1933-00-00T00:00:00Z/9.|P528|554|P972|Q53629101
QX1138|Lde|'Friedhof Sihlfeld D'|P31|Q1630622|P31|Q53628618|P625|@47.376146269387/8.50527208670281|P571|+1933-00-00T00:00:00Z/9.|P528|554|P972|Q53629101
QX1139|Lde|'Friedhof Sihlfeld B'|P31|Q1630622|P31|Q53628618|P625|@47.3768645963551/8.50849202608905|P571|+1912-00-00T00:00:00Z/9.|P528|553|P972|Q53629101
QX1140|Lde|'Friedhof Fluntern'|P31|Q1630622|P31|Q53628618|P625|@47.3834336150506/8.57209431459648|P571|+nan-00-00T00:00:00Z/9.|P528|606|P972|Q53629101
QX1141|Lde|'Friedhof Affoltern'|P31|Q1630622|P31|Q53628618|P625|@47.4244685728844/8.50876440640329|P571|+nan-00-00T00:00:00Z/9.|P528|671|P972|Q53629101
QX1142|Lde|'Friedhof Schwamendingen'|P31|Q1630622|P31|Q53628618|P625|@47.4026676720579/8.57530935093707|P571|+nan-00-00T00:00:00Z/9.|P528|683|P972|Q53629101
QX1143|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4170537037976/8.54306150323958|P571|+1998-00-00T00:00:00Z/9.|P528|6078|P972|Q53629101
QX1144|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3663543526005/8.55080483503459|P571|+nan-00-00T00:00:00Z/9.|P528|1200|P972|Q53629101
QX1145|Lde|'Schulhaus Riedenhalden'|P31|Q1630622|P31|Q53628618|P625|@47.4080868082241/8.4869247419953|P571|+nan-00-00T00:00:00Z/9.|P528|1201|P972|Q53629101
QX1146|Lde|'Schulhaus Riedenhalden'|P31|Q1630622|P31|Q53628618|P625|@47.4078878038991/8.4867550944347|P571|+nan-00-00T00:00:00Z/9.|P528|1201|P972|Q53629101
QX1147|Lde|'Villa Tobler'|P31|Q1630622|P31|Q53628618|P625|@47.3699418685252/8.54678102843135|P571|+1913-00-00T00:00:00Z/9.|P528|1203|P972|Q53629101
QX1148|Lde|'Villa Tobler'|P31|Q1630622|P31|Q53628618|P625|@47.3702388539505/8.54638519827835|P571|+1913-00-00T00:00:00Z/9.|P528|1204|P972|Q53629101
QX1149|Lde|'Wasserbalken'|P31|Q1630622|P31|Q53628296|P625|@47.4149271582284/8.53721474090503|P571|+2001-00-00T00:00:00Z/9.|P528|1206|P972|Q53629101
QX1150|Lde|'Trinkbrunnen Modell Bracher'|P31|Q1630622|P31|Q53628296|P625|@47.4145552726545/8.536715322195949|P571|+2001-00-00T00:00:00Z/9.|P528|1207|P972|Q53629101
QX1151|Lde|'Trinkbrunnen Modell Bracher'|P31|Q1630622|P31|Q53628296|P625|@47.4148983153473/8.53913309982662|P571|+2001-00-00T00:00:00Z/9.|P528|1208|P972|Q53629101
QX1152|Lde|'Schulhaus Im Gut'|P31|Q1630622|P31|Q53628618|P625|@47.3721661404942/8.50405966149811|P571|+2001-00-00T00:00:00Z/9.|P528|1212|P972|Q53629101
QX1153|Lde|'Villa Schönberg'|P31|Q1630622|P31|Q53628618|P625|@47.3595154030376/8.53041083731747|P571|+2001-00-00T00:00:00Z/9.|P528|1213|P972|Q53629101
QX1154|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3742691058468/8.48698914481098|P571|+2003-00-00T00:00:00Z/9.|P528|1223|P972|Q53629101
QX1155|Lde|'Bahnhofpassage 1'|P31|Q1630622|P31|Q53628618|P625|@47.3771741013189/8.53998901754357|P571|+2003-00-00T00:00:00Z/9.|P528|1230|P972|Q53629101
QX1156|Lde|'Aqui-Brunnen'|P31|Q1630622|P31|Q53630002|P625|@47.3648467003264/8.52590451670633|P571|+2004-00-00T00:00:00Z/9.|P528|1237|P972|Q53629101
QX1157|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3665146905946/8.52679151154233|P571|+2004-00-00T00:00:00Z/9.|P528|1239|P972|Q53629101
QX1158|Lde|'Hochhaus zur Schanze'|P31|Q1630622|P31|Q53629707|P625|@47.3705169234528/8.53536522063503|P571|+2005-00-00T00:00:00Z/9.|P528|1241|P972|Q53629101
QX1159|Lde|'Heilpädagogische Hilfsschule'|P31|Q1630622|P31|Q53628618|P625|@47.3683621945348/8.52070497008647|P571|+2004-00-00T00:00:00Z/9.|P528|1242|P972|Q53629101
QX1160|Lde|'Trinkbrunnen. Ruedi Walterstrasse gegenüber 4'|P31|Q1630622|P31|Q53628296|P625|@47.4160687298103/8.54076372796959|P571|+2005-00-00T00:00:00Z/9.|P528|1244|P972|Q53629101
QX1161|Lde|'Planschbecken. Ruedi Walterstrasse gegenüber 4'|P31|Q1630622|P31|Q53628296|P625|@47.4151071188462/8.541186059928311|P571|+2005-00-00T00:00:00Z/9.|P528|1245|P972|Q53629101
QX1162|Lde|'Margrit Rainerstr. 6/8, Ellen Widmanweg 20'|P31|Q1630622|P31|Q53628618|P625|@47.4162143995453/8.54026311801598|P571|+2005-00-00T00:00:00Z/9.|P528|1247|P972|Q53629101
QX1163|Lde|'Schulhaus Im Birch'|P31|Q1630622|P31|Q53628618|P625|@47.4152497725047/8.53964095563985|P571|+2005-00-00T00:00:00Z/9.|P528|1248|P972|Q53629101
QX1164|Lde|'Friedhof Nordheim'|P31|Q1630622|P31|Q53628618|P625|@47.4053580222958/8.52996728162393|P571|+nan-00-00T00:00:00Z/9.|P528|585|P972|Q53629101
QX1165|Lde|'Friedhof Nordheim'|P31|Q1630622|P31|Q53628618|P625|@47.4075948877866/8.52847174369515|P571|+nan-00-00T00:00:00Z/9.|P528|585|P972|Q53629101
QX1166|Lde|'Friedhof Nordheim'|P31|Q1630622|P31|Q53628618|P625|@47.4069501291897/8.52957627382179|P571|+nan-00-00T00:00:00Z/9.|P528|585|P972|Q53629101
QX1167|Lde|'Friedhof Nordheim'|P31|Q1630622|P31|Q53628618|P625|@47.4069970094899/8.5286468917588|P571|+nan-00-00T00:00:00Z/9.|P528|585|P972|Q53629101
QX1168|Lde|'Friedhof Nordheim'|P31|Q1630622|P31|Q53628618|P625|@47.4063849060808/8.528971175491|P571|+nan-00-00T00:00:00Z/9.|P528|585|P972|Q53629101
QX1169|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3470620556432/8.52454906894339|P571|+1938-00-00T00:00:00Z/9.|P528|527|P972|Q53629101
QX1170|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3440955631399/8.52387499613805|P571|+1938-00-00T00:00:00Z/9.|P528|527|P972|Q53629101
QX1171|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3450674711754/8.52541218771177|P571|+1938-00-00T00:00:00Z/9.|P528|527|P972|Q53629101
QX1172|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3455835857272/8.52384998132259|P571|+1938-00-00T00:00:00Z/9.|P528|527|P972|Q53629101
QX1173|Lde|'Friedhof Fluntern'|P31|Q1630622|P31|Q53628618|P625|@47.3824840079382/8.57143544330085|P571|+nan-00-00T00:00:00Z/9.|P528|606|P972|Q53629101
QX1174|Lde||P31|Q1630622|P31|Q53628618|P625|@47.389321744366/8.54506019606021|P571|+2005-00-00T00:00:00Z/9.|P528|1252|P972|Q53629101
QX1175|Lde|'Hohenbühlstrasse 15'|P31|Q1630622|P31|Q53628618|P625|@47.3659283717187/8.55065776488076|P571|+2005-00-00T00:00:00Z/9.|P528|1253|P972|Q53629101
QX1176|Lde|'Wasserkugel'|P31|Q1630622|P31|Q53628618|P625|@47.365283654161/8.5393606957971|P571|+2003-00-00T00:00:00Z/9.|P528|1254|P972|Q53629101
QX1177|Lde|'Schulhaus Schanzengraben'|P31|Q1630622|P31|Q53628618|P625|@47.3696688333163/8.53529804024886|P571|+nan-00-00T00:00:00Z/9.|P528|518|P972|Q53629101
QX1178|Lde|'Schulhaus Bläsi'|P31|Q1630622|P31|Q53628618|P625|@47.4017005180047/8.50139431379053|P571|+nan-00-00T00:00:00Z/9.|P528|641|P972|Q53629101
QX1179|Lde|'Bürgerasyl'|P31|Q1630622|P31|Q53628618|P625|@47.3780703872299/8.54560422574351|P571|+nan-00-00T00:00:00Z/9.|P528|695|P972|Q53629101
QX1180|Lde|'Epileptische Anstalt'|P31|Q1630622|P31|Q53629707|P625|@47.3492732636078/8.569256208445971|P571|+nan-00-00T00:00:00Z/9.|P528|794|P972|Q53629101
QX1181|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3560861618375/8.56286024030381|P571|+nan-00-00T00:00:00Z/9.|P528|834|P972|Q53629101
QX1182|Lde|'im Gebäude der ETH'|P31|Q1630622|P31|Q53629707|P625|@47.3764425569776/8.54809140273247|P571|+nan-00-00T00:00:00Z/9.|P528|919|P972|Q53629101
QX1183|Lde|'Schulhaus Bungertwies'|P31|Q1630622|P31|Q53628618|P625|@47.3719765370381/8.56033535026121|P571|+nan-00-00T00:00:00Z/9.|P528|922|P972|Q53629101
QX1184|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4134931602533/8.53733324920342|P571|+2002-00-00T00:00:00Z/9.|P528|1221|P972|Q53629101
QX1185|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3675776547002/8.56913389137207|P571|+nan-00-00T00:00:00Z/9.|P528|820|P972|Q53629101
QX1186|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3584238244876/8.58556899544052|P571|+nan-00-00T00:00:00Z/9.|P528|924|P972|Q53629101
QX1187|Lde|'Kantonsschule Freudenberg'|P31|Q1630622|P31|Q53629707|P625|@47.3649511362263/8.52786409828868|P571|+nan-00-00T00:00:00Z/9.|P528|937|P972|Q53629101
QX1188|Lde|'Friedhof Eichbühl'|P31|Q1630622|P31|Q53628618|P625|@47.386147181082/8.47045815887974|P571|+1968-00-00T00:00:00Z/9.|P528|880|P972|Q53629101
QX1189|Lde|'Friedhof Eichbühl'|P31|Q1630622|P31|Q53628618|P625|@47.3838422828/8.47057803886341|P571|+1968-00-00T00:00:00Z/9.|P528|880|P972|Q53629101
QX1190|Lde|'Friedhof Eichbühl'|P31|Q1630622|P31|Q53628618|P625|@47.3852028314998/8.47302445788471|P571|+1968-00-00T00:00:00Z/9.|P528|880|P972|Q53629101
QX1191|Lde|'Friedhof Eichbühl'|P31|Q1630622|P31|Q53628618|P625|@47.3834286653125/8.47338299742137|P571|+1968-00-00T00:00:00Z/9.|P528|880|P972|Q53629101
QX1192|Lde|'Friedhof Altstetten'|P31|Q1630622|P31|Q53628618|P625|@47.3827405858581/8.47582333387016|P571|+nan-00-00T00:00:00Z/9.|P528|629|P972|Q53629101
QX1193|Lde|'Schulhaus Apfelbaum'|P31|Q1630622|P31|Q53628618|P625|@47.4065323928155/8.55534822857913|P571|+1957-00-00T00:00:00Z/9.|P528|677|P972|Q53629101
QX1194|Lde|'Friedhof Enzenbühl'|P31|Q1630622|P31|Q53628618|P625|@47.3507625899608/8.58186759050456|P571|+1935-00-00T00:00:00Z/9.|P528|616|P972|Q53629101
QX1195|Lde|'Friedhof Enzenbühl'|P31|Q1630622|P31|Q53628618|P625|@47.349206664788/8.58144997572671|P571|+1935-00-00T00:00:00Z/9.|P528|616|P972|Q53629101
QX1196|Lde|'Friedhof Enzenbühl'|P31|Q1630622|P31|Q53628618|P625|@47.3495564161205/8.58255840768644|P571|+1935-00-00T00:00:00Z/9.|P528|616|P972|Q53629101
QX1197|Lde|'hinter Friedhof Schwandenholz'|P31|Q1630622|P31|Q53628761|P625|@47.4221095090086/8.53135229776092|P571|+1965-00-00T00:00:00Z/9.|P528|718|P972|Q53629101
QX1198|Lde|'Friedhof Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.4217146700632/8.53282684726489|P571|+nan-00-00T00:00:00Z/9.|P528|656|P972|Q53629101
QX1199|Lde|'Friedhof Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.422750605534/8.5341177711227|P571|+nan-00-00T00:00:00Z/9.|P528|656|P972|Q53629101
QX1200|Lde|'Friedhof Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.4229836645516/8.53399164350543|P571|+nan-00-00T00:00:00Z/9.|P528|656|P972|Q53629101
QX1201|Lde|'Friedhof Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.422897431026/8.53485513591691|P571|+nan-00-00T00:00:00Z/9.|P528|656|P972|Q53629101
QX1202|Lde|'Friedhof Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.4225734123351/8.5347537144991|P571|+nan-00-00T00:00:00Z/9.|P528|656|P972|Q53629101
QX1203|Lde|'Friedhof Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.4215440438964/8.53635674878834|P571|+nan-00-00T00:00:00Z/9.|P528|656|P972|Q53629101
QX1204|Lde|'Friedhof Hönggerberg'|P31|Q1630622|P31|Q53628618|P625|@47.4096666976039/8.49250044401023|P571|+nan-00-00T00:00:00Z/9.|P528|643|P972|Q53629101
QX1205|Lde|'Friedhof Albisrieden'|P31|Q1630622|P31|Q53628618|P625|@47.3793582216205/8.48109818329123|P571|+nan-00-00T00:00:00Z/9.|P528|628|P972|Q53629101
QX1206|Lde|'Friedhof Affoltern'|P31|Q1630622|P31|Q53628618|P625|@47.4236201791187/8.50956866827013|P571|+nan-00-00T00:00:00Z/9.|P528|671|P972|Q53629101
QX1207|Lde|'Friedhof Affoltern'|P31|Q1630622|P31|Q53628618|P625|@47.4233498163629/8.51062487132266|P571|+nan-00-00T00:00:00Z/9.|P528|671|P972|Q53629101
QX1208|Lde|'Schulhaus Kügeliloo'|P31|Q1630622|P31|Q53628618|P625|@47.4103245124682/8.52846190919179|P571|+1954-00-00T00:00:00Z/9.|P528|675|P972|Q53629101
QX1209|Lde|'beim Sportplatz Letzigrund'|P31|Q1630622|P31|Q53628296|P625|@47.3834249229224/8.50596427578487|P571|+1909-00-00T00:00:00Z/9.|P528|226|P972|Q53629101
QX1210|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3641465921348/8.53169519856187|P571|+2006-00-00T00:00:00Z/9.|P528|1255|P972|Q53629101
QX1211|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4145320947183/8.55283568218168|P571|+2006-00-00T00:00:00Z/9.|P528|6085|P972|Q53629101
QX1212|Lde|'Schulhaus Neumünsterstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3616537443873/8.55943725652284|P571|+1957-00-00T00:00:00Z/9.|P528|618|P972|Q53629101
QX1213|Lde|'Schulhaus-Pausenplatz'|P31|Q1630622|P31|Q53628618|P625|@47.3756967906882/8.52606391011444|P571|+1991-00-00T00:00:00Z/9.|P528|1161|P972|Q53629101
QX1214|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3594058841476/8.52264072362188|P571|+2006-00-00T00:00:00Z/9.|P528|1257|P972|Q53629101
QX1215|Lde|'Wasserspielplatz'|P31|Q1630622|P31|Q53628296|P625|@47.3963922706115/8.49812661873044|P571|+2007-00-00T00:00:00Z/9.|P528|1256|P972|Q53629101
QX1216|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3693338739614/8.49171361295149|P571|+2007-00-00T00:00:00Z/9.|P528|1258|P972|Q53629101
QX1217|Lde|'Gemeindeplatz Hottingen'|P31|Q1630622|P31|Q53628296|P625|@47.369553103725/8.55602532382771|P571|+2007-00-00T00:00:00Z/9.|P528|1259|P972|Q53629101
QX1218|Lde|'Aquaretum'|P31|Q1630622|P31|Q53628296|P625|@47.3604796728997/8.53734703746905|P571|+1998-00-00T00:00:00Z/9.|P528|1261|P972|Q53629101
QX1219|Lde|'Maneggweg'|P31|Q1630622|P31|Q53628761|P625|@47.3349676773033/8.51276461585614|P571|+2007-00-00T00:00:00Z/9.|P528|1262|P972|Q53629101
QX1220|Lde|'Überbauung Werdwies'|P31|Q1630622|P31|Q53628618|P625|@47.3960550024813/8.48684154403476|P571|+2007-00-00T00:00:00Z/9.|P528|1260|P972|Q53629101
QX1221|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3783207416431/8.52705675510321|P571|+2007-00-00T00:00:00Z/9.|P528|219|P972|Q53629101
QX1222|Lde|'Blatterwiese, beim Chinagarten'|P31|Q1630622|P31|Q53628618|P625|@47.3552306607131/8.55157578962348|P571|+2007-00-00T00:00:00Z/9.|P528|1263|P972|Q53629101
QX1223|Lde|'bei Waldhütte Höhe Abzweiger Egglenweg'|P31|Q1630622|P31|Q53628761|P625|@47.3555906314257/8.61910272743932|P571|+2008-00-00T00:00:00Z/9.|P528|1264|P972|Q53629101
QX1224|Lde|'Wasserbecken Leutschenpark'|P31|Q1630622|P31|Q53628618|P625|@47.4172572627234/8.55553498311745|P571|+2008-00-00T00:00:00Z/9.|P528|1266|P972|Q53629101
QX1225|Lde|'Trinkbrunnen Leutschenpark'|P31|Q1630622|P31|Q53628296|P625|@47.4171036379176/8.55593694282133|P571|+2008-00-00T00:00:00Z/9.|P528|1265|P972|Q53629101
QX1226|Lde|'kleiner Brunnen mit Möwe'|P31|Q1630622|P31|Q53628296|P625|@47.3670316170656/8.54472313197278|P571|+1938-00-00T00:00:00Z/9.|P528|58|P972|Q53629101
QX1227|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3768924126305/8.4867187670219|P571|+2008-00-00T00:00:00Z/9.|P528|846|P972|Q53629101
QX1228|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3743893110442/8.52102663863646|P571|+1927-00-00T00:00:00Z/9.|P528|212|P972|Q53629101
QX1229|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3384721723785/8.53065487937832|P571|+2009-00-00T00:00:00Z/9.|P528|164|P972|Q53629101
QX1230|Lde|'Schulhaus Kolbenacker'|P31|Q1630622|P31|Q53628618|P625|@47.4264711458784/8.55146011958256|P571|+nan-00-00T00:00:00Z/9.|P528|674|P972|Q53629101
QX1231|Lde|'Freibad Letzigraben'|P31|Q1630622|P31|Q53628618|P625|@47.3800501880624/8.50082400067708|P571|+nan-00-00T00:00:00Z/9.|P528|700|P972|Q53629101
QX1232|Lde|'Freibad Letzigraben'|P31|Q1630622|P31|Q53628618|P625|@47.3799788048142/8.50090306973684|P571|+nan-00-00T00:00:00Z/9.|P528|700|P972|Q53629101
QX1233|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3819498010062/8.50889128050394|P571|+2011-00-00T00:00:00Z/9.|P528|6088|P972|Q53629101
QX1234|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4193287680185/8.54727665104923|P571|+2010-00-00T00:00:00Z/9.|P528|6087|P972|Q53629101
QX1235|Lde|'Süd'|P31|Q1630622|P31|Q53628296|P625|@47.3904039443033/8.52231350212475|P571|+2011-00-00T00:00:00Z/9.|P528|1276|P972|Q53629101
QX1236|Lde|'Gleisbogen'|P31|Q1630622|P31|Q53628296|P625|@47.3889733848984/8.512990632836189|P571|+2010-00-00T00:00:00Z/9.|P528|1269|P972|Q53629101
QX1237|Lde|'Schulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3955151426844/8.50482077564453|P571|+2010-00-00T00:00:00Z/9.|P528|1268|P972|Q53629101
QX1238|Lde|'Kopfweidenplatz'|P31|Q1630622|P31|Q53628296|P625|@47.351786676662/8.52415695848238|P571|+2010-00-00T00:00:00Z/9.|P528|1267|P972|Q53629101
QX1239|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3881935295606/8.46427043040099|P571|+2010-00-00T00:00:00Z/9.|P528|1270|P972|Q53629101
QX1240|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4231266883264/8.50163346097912|P571|+2011-00-00T00:00:00Z/9.|P528|1283|P972|Q53629101
QX1241|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4147656879912/8.50827330596926|P571|+nan-00-00T00:00:00Z/9.|P528|982|P972|Q53629101
QX1242|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4153729844302/8.50690845318092|P571|+nan-00-00T00:00:00Z/9.|P528|982|P972|Q53629101
QX1243|Lde|'Andreaspark'|P31|Q1630622|P31|Q53628296|P625|@47.413215899895/8.55867557541566|P571|+1983-00-00T00:00:00Z/9.|P528|1080|P972|Q53629101
QX1244|Lde|'Obelisk'|P31|Q1630622|P31|Q53628296|P625|@47.3793383729722/8.51588200453095|P571|+nan-00-00T00:00:00Z/9.|P528|227|P972|Q53629101
QX1245|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3713913937611/8.54672949153215|P571|+nan-00-00T00:00:00Z/9.|P528|743|P972|Q53629101
QX1246|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4222039172013/8.50494855587729|P571|+2012-00-00T00:00:00Z/9.|P528|1277|P972|Q53629101
QX1247|Lde|'Kirche Felix und Regula'|P31|Q1630622|P31|Q53628296|P625|@47.3813576117867/8.51374082058902|P571|+2011-00-00T00:00:00Z/9.|P528|1274|P972|Q53629101
QX1248|Lde|'Granitbrunnen mit Hund'|P31|Q1630622|P31|Q53628296|P625|@47.4224628779797/8.55045383925614|P571|+1977-00-00T00:00:00Z/9.|P528|1013|P972|Q53629101
QX1249|Lde|'Nord'|P31|Q1630622|P31|Q53628296|P625|@47.390908189522/8.52271053694605|P571|+2011-00-00T00:00:00Z/9.|P528|1275|P972|Q53629101
QX1250|Lde|'Wasserspiel'|P31|Q1630622|P31|Q53628296|P625|@47.3874874729451/8.4860080747112|P571|+2011-00-00T00:00:00Z/9.|P528|1271|P972|Q53629101
QX1251|Lde|'Siedlung Staudenbühl'|P31|Q1630622|P31|Q53629707|P625|@47.4200334035001/8.53725174223752|P571|+2012-00-00T00:00:00Z/9.|P528|1280|P972|Q53629101
QX1252|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3626423611779/8.52214379756547|P571|+2012-00-00T00:00:00Z/9.|P528|184|P972|Q53629101
QX1253|Lde|'Wohnsiedlung Guggach'|P31|Q1630622|P31|Q53629707|P625|@47.4002762593503/8.53270930262039|P571|+2011-00-00T00:00:00Z/9.|P528|1273|P972|Q53629101
QX1254|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3872907264152/8.4803662787284|P571|+2010-00-00T00:00:00Z/9.|P528|1272|P972|Q53629101
QX1255|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3922661335451/8.49069111692185|P571|+2012-00-00T00:00:00Z/9.|P528|1279|P972|Q53629101
QX1256|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3924529289366/8.49033780666585|P571|+2012-00-00T00:00:00Z/9.|P528|1278|P972|Q53629101
QX1257|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4108584274688/8.55057665952724|P571|+2012-00-00T00:00:00Z/9.|P528|1209|P972|Q53629101
QX1258|Lde||P31|Q1630622|P31|Q53628296|P625|@47.355549494025/8.52405344451212|P571|+2013-00-00T00:00:00Z/9.|P528|1281|P972|Q53629101
QX1259|Lde|'Friedhof Schwamendingen'|P31|Q1630622|P31|Q53628618|P625|@47.4014368671822/8.57504250734637|P571|+2014-00-00T00:00:00Z/9.|P528|683|P972|Q53629101
QX1260|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3663048093203/8.54587287830316|P571|+2014-00-00T00:00:00Z/9.|P528|1284|P972|Q53629101
QX1261|Lde||P31|Q1630622|P31|Q53628296|P625|@47.4031729259011/8.5890880869778|P571|+2014-00-00T00:00:00Z/9.|P528|1282|P972|Q53629101
QX1262|Lde||P31|Q1630622|P31|Q53628296|P625|@47.365621273072/8.54580646430922|P571|+2014-00-00T00:00:00Z/9.|P528|1285|P972|Q53629101
QX1263|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3924829371681/8.53659210749373|P571|+2014-00-00T00:00:00Z/9.|P528|1286|P972|Q53629101
QX1264|Lde||P31|Q1630622|P31|Q53628761|P625|@47.3594033800924/8.60283281784137|P571|+2014-00-00T00:00:00Z/9.|P528|1287|P972|Q53629101
QX1265|Lde||P31|Q1630622|P31|Q53629707|P625|@47.337003807147/8.50987588332868|P571|+nan-00-00T00:00:00Z/9.|P528|733|P972|Q53629101
QX1266|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3582209321804/8.57193022184345|P571|+2015-00-00T00:00:00Z/9.|P528|389|P972|Q53629101
QX1267|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3662277777271/8.49735279046151|P571|+2016-00-00T00:00:00Z/9.|P528|1288|P972|Q53629101
QX1268|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3881964794858/8.51269286034917|P571|+2015-00-00T00:00:00Z/9.|P528|1290|P972|Q53629101
QX1269|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3872565898921/8.51232655463773|P571|+2015-00-00T00:00:00Z/9.|P528|1289|P972|Q53629101
QX1270|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4138658295367/8.55982052642162|P571|+2015-00-00T00:00:00Z/9.|P528|1293|P972|Q53629101
QX1271|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3732062997776/8.53876480698162|P571|+nan-00-00T00:00:00Z/9.|P528|759|P972|Q53629101
